trr_id,weapon_type,object_struck_of_discharge
47613,SEMI-AUTO PISTOL,PERSON
47762,SEMI-AUTO PISTOL,PERSON
47765,SEMI-AUTO PISTOL,UNKNOWN
47868,SEMI-AUTO PISTOL,PERSON
48030,SEMI-AUTO PISTOL,UNKNOWN
48048,SEMI-AUTO PISTOL,OBJECT
48068,SEMI-AUTO PISTOL,OBJECT
48070,SEMI-AUTO PISTOL,BOTH
48083,SHOTGUN,OBJECT
48156,SEMI-AUTO PISTOL,PERSON
48230,SEMI-AUTO PISTOL,PERSON
48248,SEMI-AUTO PISTOL,OBJECT
48252,SEMI-AUTO PISTOL,PERSON
48344,RIFLE,OBJECT
48588,SEMI-AUTO PISTOL,OBJECT
48636,SEMI-AUTO PISTOL,PERSON
48679,SEMI-AUTO PISTOL,UNKNOWN
48700,SEMI-AUTO PISTOL,PERSON
48855,SHOTGUN,OBJECT
49546,SEMI-AUTO PISTOL,PERSON
49564,SEMI-AUTO PISTOL,UNKNOWN
49606,SEMI-AUTO PISTOL,BOTH
49612,SEMI-AUTO PISTOL,BOTH
49640,SEMI-AUTO PISTOL,OBJECT
49684,SEMI-AUTO PISTOL,BOTH
49768,SEMI-AUTO PISTOL,PERSON
49832,SEMI-AUTO PISTOL,PERSON
49832,SEMI-AUTO PISTOL,PERSON
49878,SEMI-AUTO PISTOL,PERSON
49890,SEMI-AUTO PISTOL,PERSON
49894,SEMI-AUTO PISTOL,PERSON
49895,SEMI-AUTO PISTOL,PERSON
49896,SEMI-AUTO PISTOL,PERSON
50272,SEMI-AUTO PISTOL,UNKNOWN
50374,SEMI-AUTO PISTOL,OBJECT
50402,SEMI-AUTO PISTOL,UNKNOWN
50516,SEMI-AUTO PISTOL,UNKNOWN
50623,SEMI-AUTO PISTOL,OBJECT
50674,SEMI-AUTO PISTOL,OBJECT
50900,SEMI-AUTO PISTOL,PERSON
51171,SEMI-AUTO PISTOL,PERSON
51317,SEMI-AUTO PISTOL,OBJECT
51361,SEMI-AUTO PISTOL,PERSON
51603,SEMI-AUTO PISTOL,PERSON
51639,SEMI-AUTO PISTOL,PERSON
51976,SEMI-AUTO PISTOL,PERSON
52645,SEMI-AUTO PISTOL,PERSON
52721,SEMI-AUTO PISTOL,UNKNOWN
52725,SEMI-AUTO PISTOL,PERSON
52749,SEMI-AUTO PISTOL,PERSON
52817,SEMI-AUTO PISTOL,UNKNOWN
52962,SEMI-AUTO PISTOL,OBJECT
53064,SEMI-AUTO PISTOL,UNKNOWN
53443,SEMI-AUTO PISTOL,OBJECT
53471,SEMI-AUTO PISTOL,PERSON
53499,SEMI-AUTO PISTOL,PERSON
53501,SEMI-AUTO PISTOL,PERSON
53503,SEMI-AUTO PISTOL,PERSON
53505,SEMI-AUTO PISTOL,PERSON
53513,SEMI-AUTO PISTOL,OBJECT
53515,SEMI-AUTO PISTOL,UNKNOWN
53823,SEMI-AUTO PISTOL,UNKNOWN
53832,SEMI-AUTO PISTOL,BOTH
53849,SEMI-AUTO PISTOL,UNKNOWN
53850,SEMI-AUTO PISTOL,UNKNOWN
53964,SEMI-AUTO PISTOL,PERSON
54041,SEMI-AUTO PISTOL,PERSON
54042,SEMI-AUTO PISTOL,UNKNOWN
54043,SEMI-AUTO PISTOL,PERSON
54044,SEMI-AUTO PISTOL,PERSON
54045,SEMI-AUTO PISTOL,UNKNOWN
54047,SEMI-AUTO PISTOL,UNKNOWN
54048,SEMI-AUTO PISTOL,UNKNOWN
54127,SHOTGUN,OBJECT
54398,REVOLVER,OBJECT
54399,REVOLVER,OBJECT
54441,SEMI-AUTO PISTOL,OBJECT
54443,SEMI-AUTO PISTOL,OBJECT
54594,SEMI-AUTO PISTOL,OBJECT
54649,SEMI-AUTO PISTOL,UNKNOWN
54789,SEMI-AUTO PISTOL,PERSON
54790,SEMI-AUTO PISTOL,PERSON
55137,SEMI-AUTO PISTOL,UNKNOWN
55361,SEMI-AUTO PISTOL,PERSON
55376,SEMI-AUTO PISTOL,UNKNOWN
55468,SEMI-AUTO PISTOL,OBJECT
55469,SEMI-AUTO PISTOL,OBJECT
55471,SEMI-AUTO PISTOL,OBJECT
55613,SEMI-AUTO PISTOL,UNKNOWN
56019,SEMI-AUTO PISTOL,BOTH
56347,SEMI-AUTO PISTOL,OBJECT
56399,SEMI-AUTO PISTOL,UNKNOWN
56402,SEMI-AUTO PISTOL,PERSON
56574,SEMI-AUTO PISTOL,PERSON
56575,SEMI-AUTO PISTOL,PERSON
56577,SEMI-AUTO PISTOL,OBJECT
56593,SEMI-AUTO PISTOL,PERSON
56835,SEMI-AUTO PISTOL,PERSON
57263,SEMI-AUTO PISTOL,OBJECT
57395,SEMI-AUTO PISTOL,PERSON
57469,SEMI-AUTO PISTOL,PERSON
57529,SEMI-AUTO PISTOL,BOTH
57530,SEMI-AUTO PISTOL,BOTH
57561,SEMI-AUTO PISTOL,UNKNOWN
57669,SEMI-AUTO PISTOL,UNKNOWN
58050,SEMI-AUTO PISTOL,PERSON
58135,SEMI-AUTO PISTOL,PERSON
58532,SEMI-AUTO PISTOL,BOTH
58535,REVOLVER,BOTH
58577,SEMI-AUTO PISTOL,PERSON
58625,SEMI-AUTO PISTOL,UNKNOWN
58626,SEMI-AUTO PISTOL,PERSON
58629,SEMI-AUTO PISTOL,UNKNOWN
58875,SEMI-AUTO PISTOL,OBJECT
58952,SEMI-AUTO PISTOL,PERSON
58955,SEMI-AUTO PISTOL,PERSON
59125,SEMI-AUTO PISTOL,OBJECT
59239,SEMI-AUTO PISTOL,PERSON
59241,SEMI-AUTO PISTOL,PERSON
59315,SEMI-AUTO PISTOL,UNKNOWN
59351,SEMI-AUTO PISTOL,OBJECT
59389,SEMI-AUTO PISTOL,PERSON
59395,SEMI-AUTO PISTOL,PERSON
59441,SEMI-AUTO PISTOL,PERSON
59459,SEMI-AUTO PISTOL,OBJECT
59503,REVOLVER,OBJECT
59749,SEMI-AUTO PISTOL,PERSON
59831,SEMI-AUTO PISTOL,PERSON
60013,SEMI-AUTO PISTOL,OBJECT
60019,SEMI-AUTO PISTOL,BOTH
60020,SEMI-AUTO PISTOL,BOTH
60021,SEMI-AUTO PISTOL,BOTH
60022,SEMI-AUTO PISTOL,PERSON
60026,SEMI-AUTO PISTOL,BOTH
60233,SEMI-AUTO PISTOL,PERSON
60409,SEMI-AUTO PISTOL,UNKNOWN
60692,SEMI-AUTO PISTOL,PERSON
60693,SEMI-AUTO PISTOL,PERSON
60828,SEMI-AUTO PISTOL,PERSON
60831,SEMI-AUTO PISTOL,PERSON
60905,SEMI-AUTO PISTOL,UNKNOWN
61078,SEMI-AUTO PISTOL,BOTH
61171,SEMI-AUTO PISTOL,BOTH
61173,SEMI-AUTO PISTOL,BOTH
61393,SEMI-AUTO PISTOL,PERSON
61395,SEMI-AUTO PISTOL,PERSON
61451,SEMI-AUTO PISTOL,PERSON
61515,SEMI-AUTO PISTOL,PERSON
61670,SEMI-AUTO PISTOL,OBJECT
61735,SEMI-AUTO PISTOL,PERSON
61767,SEMI-AUTO PISTOL,PERSON
61770,SEMI-AUTO PISTOL,PERSON
61860,SEMI-AUTO PISTOL,UNKNOWN
61925,SEMI-AUTO PISTOL,PERSON
61929,SEMI-AUTO PISTOL,PERSON
62013,SEMI-AUTO PISTOL,UNKNOWN
62059,SEMI-AUTO PISTOL,OBJECT
62256,SEMI-AUTO PISTOL,UNKNOWN
62694,SEMI-AUTO PISTOL,PERSON
62846,SEMI-AUTO PISTOL,PERSON
62865,SEMI-AUTO PISTOL,PERSON
62902,SEMI-AUTO PISTOL,PERSON
62941,SEMI-AUTO PISTOL,PERSON
62946,SEMI-AUTO PISTOL,PERSON
63127,SEMI-AUTO PISTOL,UNKNOWN
63182,SEMI-AUTO PISTOL,PERSON
63223,SEMI-AUTO PISTOL,PERSON
63279,SEMI-AUTO PISTOL,OBJECT
63313,SEMI-AUTO PISTOL,UNKNOWN
63446,REVOLVER,PERSON
64087,SEMI-AUTO PISTOL,PERSON
64199,SEMI-AUTO PISTOL,PERSON
64341,SEMI-AUTO PISTOL,PERSON
64417,SEMI-AUTO PISTOL,UNKNOWN
64588,SEMI-AUTO PISTOL,OBJECT
64859,SEMI-AUTO PISTOL,PERSON
64907,SEMI-AUTO PISTOL,PERSON
64909,SEMI-AUTO PISTOL,UNKNOWN
65031,SEMI-AUTO PISTOL,PERSON
65590,SEMI-AUTO PISTOL,OBJECT
65593,SEMI-AUTO PISTOL,UNKNOWN
65594,SEMI-AUTO PISTOL,UNKNOWN
65595,SEMI-AUTO PISTOL,OBJECT
65596,SEMI-AUTO PISTOL,OBJECT
65598,SEMI-AUTO PISTOL,OBJECT
65599,SEMI-AUTO PISTOL,OBJECT
65998,SEMI-AUTO PISTOL,UNKNOWN
66433,SEMI-AUTO PISTOL,OBJECT
66623,SEMI-AUTO PISTOL,UNKNOWN
66625,SEMI-AUTO PISTOL,PERSON
66633,SEMI-AUTO PISTOL,UNKNOWN
66687,SEMI-AUTO PISTOL,PERSON
66742,SEMI-AUTO PISTOL,BOTH
66795,SEMI-AUTO PISTOL,UNKNOWN
66923,SEMI-AUTO PISTOL,UNKNOWN
67013,SEMI-AUTO PISTOL,OBJECT
67131,SEMI-AUTO PISTOL,BOTH
67133,SEMI-AUTO PISTOL,UNKNOWN
67135,SEMI-AUTO PISTOL,PERSON
67139,SEMI-AUTO PISTOL,BOTH
67233,SEMI-AUTO PISTOL,OBJECT
67450,SEMI-AUTO PISTOL,OBJECT
67458,SEMI-AUTO PISTOL,PERSON
67459,SEMI-AUTO PISTOL,PERSON
67460,SEMI-AUTO PISTOL,PERSON
67542,SEMI-AUTO PISTOL,PERSON
67579,SEMI-AUTO PISTOL,OBJECT
67662,SEMI-AUTO PISTOL,PERSON
67986,SEMI-AUTO PISTOL,OBJECT
68247,SEMI-AUTO PISTOL,PERSON
68423,SEMI-AUTO PISTOL,PERSON
68609,SEMI-AUTO PISTOL,PERSON
68610,SEMI-AUTO PISTOL,OBJECT
68714,SEMI-AUTO PISTOL,UNKNOWN
68853,SEMI-AUTO PISTOL,PERSON
68854,SEMI-AUTO PISTOL,PERSON
68857,SEMI-AUTO PISTOL,BOTH
68859,SEMI-AUTO PISTOL,PERSON
68988,SEMI-AUTO PISTOL,PERSON
69031,SEMI-AUTO PISTOL,BOTH
69141,SEMI-AUTO PISTOL,PERSON
69757,SEMI-AUTO PISTOL,UNKNOWN
69760,SEMI-AUTO PISTOL,UNKNOWN
69762,SEMI-AUTO PISTOL,UNKNOWN
69765,SEMI-AUTO PISTOL,BOTH
69766,SEMI-AUTO PISTOL,BOTH
69767,SEMI-AUTO PISTOL,BOTH
69768,SEMI-AUTO PISTOL,BOTH
69769,SEMI-AUTO PISTOL,UNKNOWN
69817,SEMI-AUTO PISTOL,UNKNOWN
69867,SEMI-AUTO PISTOL,OBJECT
70020,SEMI-AUTO PISTOL,OBJECT
70164,SEMI-AUTO PISTOL,PERSON
70490,SEMI-AUTO PISTOL,UNKNOWN
70492,SEMI-AUTO PISTOL,OBJECT
70680,SEMI-AUTO PISTOL,UNKNOWN
70810,SEMI-AUTO PISTOL,UNKNOWN
71001,SEMI-AUTO PISTOL,OBJECT
71146,SEMI-AUTO PISTOL,OBJECT
71339,SEMI-AUTO PISTOL,UNKNOWN
71477,SEMI-AUTO PISTOL,PERSON
71537,SEMI-AUTO PISTOL,UNKNOWN
72198,SEMI-AUTO PISTOL,OBJECT
72236,SEMI-AUTO PISTOL,PERSON
72415,SEMI-AUTO PISTOL,UNKNOWN
72431,SEMI-AUTO PISTOL,PERSON
72551,SEMI-AUTO PISTOL,PERSON
72637,SEMI-AUTO PISTOL,UNKNOWN
72683,SEMI-AUTO PISTOL,PERSON
72776,SEMI-AUTO PISTOL,PERSON
72780,SEMI-AUTO PISTOL,OBJECT
72809,SEMI-AUTO PISTOL,PERSON
72811,SEMI-AUTO PISTOL,UNKNOWN
72813,SEMI-AUTO PISTOL,UNKNOWN
72814,SEMI-AUTO PISTOL,PERSON
72851,SEMI-AUTO PISTOL,PERSON
72853,SEMI-AUTO PISTOL,UNKNOWN
72854,SEMI-AUTO PISTOL,UNKNOWN
72894,SEMI-AUTO PISTOL,UNKNOWN
72921,SEMI-AUTO PISTOL,BOTH
72921,SEMI-AUTO PISTOL,BOTH
72922,SEMI-AUTO PISTOL,BOTH
72924,SEMI-AUTO PISTOL,PERSON
72941,SEMI-AUTO PISTOL,UNKNOWN
72942,SEMI-AUTO PISTOL,OBJECT
73031,SEMI-AUTO PISTOL,UNKNOWN
73033,SEMI-AUTO PISTOL,UNKNOWN
73034,SEMI-AUTO PISTOL,PERSON
73245,SEMI-AUTO PISTOL,UNKNOWN
73246,SEMI-AUTO PISTOL,UNKNOWN
73435,SEMI-AUTO PISTOL,UNKNOWN
73527,SEMI-AUTO PISTOL,PERSON
73691,SEMI-AUTO PISTOL,UNKNOWN
73693,SEMI-AUTO PISTOL,UNKNOWN
73765,SEMI-AUTO PISTOL,PERSON
73802,SEMI-AUTO PISTOL,OBJECT
73803,SEMI-AUTO PISTOL,OBJECT
73923,SEMI-AUTO PISTOL,PERSON
74074,SEMI-AUTO PISTOL,UNKNOWN
74075,SEMI-AUTO PISTOL,PERSON
74078,SEMI-AUTO PISTOL,PERSON
74079,SEMI-AUTO PISTOL,PERSON
74080,SEMI-AUTO PISTOL,UNKNOWN
74082,SEMI-AUTO PISTOL,PERSON
74156,SEMI-AUTO PISTOL,OBJECT
74219,SEMI-AUTO PISTOL,PERSON
74295,SEMI-AUTO PISTOL,OBJECT
74296,SEMI-AUTO PISTOL,OBJECT
74342,SEMI-AUTO PISTOL,BOTH
74508,SEMI-AUTO PISTOL,UNKNOWN
74531,SEMI-AUTO PISTOL,UNKNOWN
74538,SEMI-AUTO PISTOL,OBJECT
74624,SEMI-AUTO PISTOL,PERSON
74674,SEMI-AUTO PISTOL,PERSON
74778,REVOLVER,OBJECT
74804,SEMI-AUTO PISTOL,UNKNOWN
74808,SEMI-AUTO PISTOL,UNKNOWN
74813,SEMI-AUTO PISTOL,PERSON
74846,SEMI-AUTO PISTOL,OBJECT
74948,SEMI-AUTO PISTOL,UNKNOWN
74977,SEMI-AUTO PISTOL,PERSON
75080,SEMI-AUTO PISTOL,UNKNOWN
75205,SEMI-AUTO PISTOL,OBJECT
75643,SEMI-AUTO PISTOL,UNKNOWN
75674,SEMI-AUTO PISTOL,PERSON
75691,REVOLVER,PERSON
75731,SEMI-AUTO PISTOL,PERSON
76102,SEMI-AUTO PISTOL,PERSON
76144,SEMI-AUTO PISTOL,PERSON
76148,SEMI-AUTO PISTOL,PERSON
76226,SEMI-AUTO PISTOL,PERSON
76393,SEMI-AUTO PISTOL,OBJECT
76394,SEMI-AUTO PISTOL,UNKNOWN
76462,SEMI-AUTO PISTOL,OBJECT
76463,SEMI-AUTO PISTOL,OBJECT
76731,SEMI-AUTO PISTOL,PERSON
76794,SEMI-AUTO PISTOL,OBJECT
76809,SEMI-AUTO PISTOL,PERSON
77006,SEMI-AUTO PISTOL,PERSON
77027,SEMI-AUTO PISTOL,BOTH
77089,SEMI-AUTO PISTOL,PERSON
77091,SEMI-AUTO PISTOL,PERSON
77125,SEMI-AUTO PISTOL,OBJECT
77311,RIFLE,UNKNOWN
77384,SEMI-AUTO PISTOL,PERSON
77542,SEMI-AUTO PISTOL,UNKNOWN
77972,SEMI-AUTO PISTOL,UNKNOWN
77973,SEMI-AUTO PISTOL,OBJECT
78077,SEMI-AUTO PISTOL,PERSON
78143,SEMI-AUTO PISTOL,UNKNOWN
78333,SEMI-AUTO PISTOL,UNKNOWN
78334,SEMI-AUTO PISTOL,PERSON
78440,SEMI-AUTO PISTOL,OBJECT
78553,SEMI-AUTO PISTOL,UNKNOWN
78652,SEMI-AUTO PISTOL,PERSON
78653,SEMI-AUTO PISTOL,PERSON
78654,SEMI-AUTO PISTOL,PERSON
78656,SEMI-AUTO PISTOL,UNKNOWN
78657,SEMI-AUTO PISTOL,PERSON
78658,SEMI-AUTO PISTOL,PERSON
78975,SEMI-AUTO PISTOL,PERSON
79340,REVOLVER,UNKNOWN
79637,SEMI-AUTO PISTOL,UNKNOWN
79638,SEMI-AUTO PISTOL,UNKNOWN
79639,SEMI-AUTO PISTOL,UNKNOWN
79640,SEMI-AUTO PISTOL,OBJECT
79659,REVOLVER,PERSON
79775,SEMI-AUTO PISTOL,UNKNOWN
79777,SEMI-AUTO PISTOL,UNKNOWN
79779,SEMI-AUTO PISTOL,PERSON
79780,REVOLVER,PERSON
79849,RIFLE,OBJECT
79943,SEMI-AUTO PISTOL,OBJECT
80041,SEMI-AUTO PISTOL,BOTH
80079,SEMI-AUTO PISTOL,BOTH
80160,SEMI-AUTO PISTOL,PERSON
80161,SEMI-AUTO PISTOL,PERSON
80185,SEMI-AUTO PISTOL,UNKNOWN
80225,SEMI-AUTO PISTOL,BOTH
80513,SEMI-AUTO PISTOL,PERSON
80596,SEMI-AUTO PISTOL,PERSON
80597,SEMI-AUTO PISTOL,PERSON
80598,SEMI-AUTO PISTOL,PERSON
80633,SEMI-AUTO PISTOL,PERSON
81015,SEMI-AUTO PISTOL,UNKNOWN
81064,SEMI-AUTO PISTOL,OBJECT
81386,SEMI-AUTO PISTOL,OBJECT
81644,SEMI-AUTO PISTOL,PERSON
81890,SEMI-AUTO PISTOL,OBJECT
82066,SEMI-AUTO PISTOL,PERSON
82333,SEMI-AUTO PISTOL,PERSON
82397,SEMI-AUTO PISTOL,BOTH
82748,SEMI-AUTO PISTOL,UNKNOWN
82749,SEMI-AUTO PISTOL,UNKNOWN
82763,SEMI-AUTO PISTOL,PERSON
82847,SEMI-AUTO PISTOL,PERSON
82849,SEMI-AUTO PISTOL,UNKNOWN
82938,SEMI-AUTO PISTOL,BOTH
82955,SEMI-AUTO PISTOL,PERSON
83085,SEMI-AUTO PISTOL,OBJECT
83124,SEMI-AUTO PISTOL,PERSON
83125,SEMI-AUTO PISTOL,PERSON
83438,SEMI-AUTO PISTOL,OBJECT
83487,SEMI-AUTO PISTOL,PERSON
83807,SEMI-AUTO PISTOL,PERSON
83881,SEMI-AUTO PISTOL,UNKNOWN
83999,SEMI-AUTO PISTOL,UNKNOWN
84101,SEMI-AUTO PISTOL,PERSON
84287,SEMI-AUTO PISTOL,OBJECT
84305,SEMI-AUTO PISTOL,UNKNOWN
84359,SEMI-AUTO PISTOL,OBJECT
84392,SEMI-AUTO PISTOL,BOTH
84394,SEMI-AUTO PISTOL,BOTH
84398,SEMI-AUTO PISTOL,BOTH
84399,SEMI-AUTO PISTOL,BOTH
84491,SEMI-AUTO PISTOL,PERSON
84494,SEMI-AUTO PISTOL,OBJECT
84710,SEMI-AUTO PISTOL,OBJECT
84711,SEMI-AUTO PISTOL,OBJECT
84843,SEMI-AUTO PISTOL,PERSON
84920,SEMI-AUTO PISTOL,PERSON
85060,SEMI-AUTO PISTOL,PERSON
85065,SEMI-AUTO PISTOL,UNKNOWN
85066,SEMI-AUTO PISTOL,UNKNOWN
85067,SEMI-AUTO PISTOL,UNKNOWN
85144,SEMI-AUTO PISTOL,PERSON
85147,SEMI-AUTO PISTOL,PERSON
85236,SEMI-AUTO PISTOL,OBJECT
85439,SEMI-AUTO PISTOL,OBJECT
85449,SEMI-AUTO PISTOL,PERSON
85639,SEMI-AUTO PISTOL,PERSON
85673,SEMI-AUTO PISTOL,OBJECT
85756,SEMI-AUTO PISTOL,UNKNOWN
85854,SEMI-AUTO PISTOL,OBJECT
85904,SEMI-AUTO PISTOL,PERSON
86145,SEMI-AUTO PISTOL,PERSON
86147,SEMI-AUTO PISTOL,PERSON
86168,SEMI-AUTO PISTOL,OBJECT
86169,SHOTGUN,OBJECT
86233,SEMI-AUTO PISTOL,PERSON
86436,SEMI-AUTO PISTOL,OBJECT
86603,SEMI-AUTO PISTOL,UNKNOWN
86611,SEMI-AUTO PISTOL,BOTH
86613,SEMI-AUTO PISTOL,BOTH
87015,SEMI-AUTO PISTOL,UNKNOWN
87016,SEMI-AUTO PISTOL,OBJECT
87017,SEMI-AUTO PISTOL,OBJECT
87089,SEMI-AUTO PISTOL,PERSON
87170,SEMI-AUTO PISTOL,UNKNOWN
87327,SEMI-AUTO PISTOL,PERSON
87536,SEMI-AUTO PISTOL,PERSON
87763,SEMI-AUTO PISTOL,UNKNOWN
87818,SEMI-AUTO PISTOL,OBJECT
88011,SEMI-AUTO PISTOL,OBJECT
88064,SEMI-AUTO PISTOL,PERSON
88077,SEMI-AUTO PISTOL,PERSON
88098,SEMI-AUTO PISTOL,OBJECT
88099,SEMI-AUTO PISTOL,UNKNOWN
88322,SEMI-AUTO PISTOL,UNKNOWN
88323,SEMI-AUTO PISTOL,UNKNOWN
88339,SEMI-AUTO PISTOL,PERSON
88585,SEMI-AUTO PISTOL,OBJECT
88650,SEMI-AUTO PISTOL,PERSON
88974,SEMI-AUTO PISTOL,PERSON
88975,SEMI-AUTO PISTOL,PERSON
89078,SEMI-AUTO PISTOL,PERSON
89079,SEMI-AUTO PISTOL,PERSON
89746,SEMI-AUTO PISTOL,OBJECT
89940,SEMI-AUTO PISTOL,PERSON
89942,SEMI-AUTO PISTOL,PERSON
90207,SEMI-AUTO PISTOL,PERSON
90231,SEMI-AUTO PISTOL,OBJECT
90241,SEMI-AUTO PISTOL,OBJECT
90421,RIFLE,OBJECT
90427,SEMI-AUTO PISTOL,PERSON
90566,SEMI-AUTO PISTOL,OBJECT
90729,SEMI-AUTO PISTOL,UNKNOWN
90730,SEMI-AUTO PISTOL,OBJECT
91113,SEMI-AUTO PISTOL,UNKNOWN
91433,SEMI-AUTO PISTOL,PERSON
91868,SEMI-AUTO PISTOL,PERSON
91877,SEMI-AUTO PISTOL,PERSON
92093,SEMI-AUTO PISTOL,PERSON
92124,SEMI-AUTO PISTOL,PERSON
92179,SEMI-AUTO PISTOL,PERSON
92180,SEMI-AUTO PISTOL,PERSON
92278,SEMI-AUTO PISTOL,UNKNOWN
92306,SEMI-AUTO PISTOL,PERSON
92358,RIFLE,UNKNOWN
92359,RIFLE,BOTH
92361,RIFLE,PERSON
92513,SEMI-AUTO PISTOL,UNKNOWN
92691,SEMI-AUTO PISTOL,BOTH
92909,SEMI-AUTO PISTOL,BOTH
92911,SEMI-AUTO PISTOL,BOTH
92912,SEMI-AUTO PISTOL,BOTH
92915,SEMI-AUTO PISTOL,BOTH
93025,SEMI-AUTO PISTOL,OBJECT
93143,SEMI-AUTO PISTOL,OBJECT
93218,SEMI-AUTO PISTOL,PERSON
93225,SEMI-AUTO PISTOL,OBJECT
93240,SEMI-AUTO PISTOL,OBJECT
93461,SEMI-AUTO PISTOL,PERSON
93527,SEMI-AUTO PISTOL,OBJECT
93570,SEMI-AUTO PISTOL,UNKNOWN
93600,SEMI-AUTO PISTOL,UNKNOWN
93629,RIFLE,BOTH
93630,SEMI-AUTO PISTOL,BOTH
93643,SEMI-AUTO PISTOL,OBJECT
93644,SEMI-AUTO PISTOL,UNKNOWN
93684,SEMI-AUTO PISTOL,OBJECT
94042,SEMI-AUTO PISTOL,UNKNOWN
94043,SEMI-AUTO PISTOL,OBJECT
94478,SEMI-AUTO PISTOL,UNKNOWN
94882,SEMI-AUTO PISTOL,PERSON
94954,SEMI-AUTO PISTOL,OBJECT
94956,SEMI-AUTO PISTOL,PERSON
94965,SEMI-AUTO PISTOL,PERSON
94993,SEMI-AUTO PISTOL,UNKNOWN
95111,SEMI-AUTO PISTOL,OBJECT
95375,SEMI-AUTO PISTOL,PERSON
95376,SEMI-AUTO PISTOL,PERSON
95417,SEMI-AUTO PISTOL,UNKNOWN
95987,SEMI-AUTO PISTOL,PERSON
95988,SEMI-AUTO PISTOL,PERSON
96065,SEMI-AUTO PISTOL,PERSON
96078,SEMI-AUTO PISTOL,BOTH
